Base SKU,Shopify Store Product Handle,Title,Description,Cabinet Category,Cabinet Sub-Type,Product Weight (lbs),Price,Cost per item,Image Product Image URL,Cabinet Face Frame Type,Cabinet Doors Ct,Cabinet Drawer Ct,Cabinet False Drawer Ct,Cabinet Line,Cabinet Shelf Ct,Cabinet Trash Bin Ct,10x10 Kitchen Package,Cabinet Back Panel Details,Cabinet Bumper Details,Cabinet Door Details,Cabinet Door Hinge Details,Cabinet Door Hinge Ct,Cabinet Drawer Box Details,Cabinet Drawer Slide Details,Cabinet Face Frame Details,Cabinet Finish Details,Cabinet Interior Details,Cabinet Shelf Details,Cabinet Side Panel Details,Cabinet Assembly Video URL,BLUM Hardware Drawer Slides Upgrade Available,BLUM Hardware Drawer Slides Price,BLUM Cabinet Hinge Upgrade Available,BLUM Cabinet Hinge Upgrade Price,Cabinet Finish,Depth,Height,Width
BW-ERCB33,belmont-white-easy-reach-corner-base-33-34-5-24,Belmont White Easy-Reach Corner Base - 33w 34½h 24d,"Simplify corner access with the Belmont White Contemporary Shaker Easy-Reach Corner Base, 33″W x 34½″H x 24″D. Fixed shelf system eliminates complex mechanisms while providing organized corner storage through single door entry. The 33″ footprint fits standard corner configurations without requiring lazy Susan hardware. Adjustable shelving adapts to various storage needs from cookware to small appliances. Reliable corner solution prioritizing durability and straightforward functionality over rotating mechanisms.",Base Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ERCB33-belmont-shaker-easy-reach-base-cabinet-1-bi-fold-door-33w-dimension-drawing.jpg,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close Lazy Susan Bi-Fold, 155° Opening, 2-Way Adjustable, Corner Cabinet",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/ffc2df80a0a44eb1807659e17f4b5fe3.mp4,,,,,white,24.0in,34.5in,33.0in
BW-BBC42/45,belmont-white-extended-blind-corner-base-39-34-5-24,Belmont White Extended Blind Corner Base - 39w 34½h 24d,"Conquer larger corners with the Belmont White Contemporary Shaker Extended Blind Corner Base, 39″W x 34½″H x 24″D. Designed for 42″-45″ corner spaces, offering 30% more capacity than standard blind corners with wider door for enhanced access. The expanded interior reaches deeper into corner recesses, maximizing previously unusable space. False drawer preserves visual continuity across cabinet run. Premium corner solution when extra storage capacity matters most.",Base Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/BBC42-45-belmont-shaker-blind-corner-base-cabinet-1-door-1-drawer-39w-dimension-drawing.jpg,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/fec78f0b633e42cfb02acc253f8a9383.mp4,,24.00 USD,,8.00 USD,white,24.0in,34.5in,39.0in
BW-W0942,belmont-white-extra-tall-slim-wall-9-42-12,Belmont White Extra-Tall Slim Wall - 9w 42h 12d,"Reach new storage heights with the Belmont White Contemporary Shaker Extra-Tall Slim Cabinet, 9″W x 42″H x 12″D. Impressive 42″ height maximizes vertical space with three adjustable shelves creating four storage tiers. The narrow 9″ width fits where others can't while providing surprising capacity. Perfect for floor-to-ceiling installations or rooms with high ceilings. Architectural storage element that draws eyes upward while maximizing every vertical inch.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W0942_2497ce73-faf6-48f8-8653-47d3d06d3b5e.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,12.00 USD,white,12.0in,42.0in,9.0in
BW-W1242,belmont-white-extra-tall-wall-cabinet-12-42-12,Belmont White Extra-Tall Wall Cabinet - 12w 42h 12d,"Ultimate vertical storage with the Belmont White Contemporary Shaker Wall Cabinet, 12″W x 42″H x 12″D. Extra-tall design with three adjustable shelves creates four storage levels. The 42″ height utilizes space up to the ceiling effectively. Perfect for floor-to-ceiling installations utilizing every vertical inch.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W1242_1a021326-ce78-44fb-9b2e-4bfb395476d6.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,12.00 USD,white,12.0in,42.0in,12.0in
BW-W1542,belmont-white-extra-tall-wall-cabinet-15-42-12,Belmont White Extra-Tall Wall Cabinet - 15w 42h 12d,"Extra-tall narrow storage with the Belmont White Contemporary Shaker Wall Cabinet, 15″W x 42″H x 12″D. Floor-to-ceiling design in compact width utilizes every vertical inch. Three adjustable shelves create four distinct storage zones. Ideal for high-ceiling kitchens requiring narrow vertical solutions.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W1542_873b8c22-4aa1-4ff3-b023-54380384ef0c.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,12.00 USD,white,12.0in,42.0in,15.0in
BW-W1842,belmont-white-extra-tall-wall-cabinet-18-42-12,Belmont White Extra-Tall Wall Cabinet - 18w 42h 12d,"Floor-to-ceiling storage with the Belmont White Contemporary Shaker Wall Cabinet, 18″W x 42″H x 12″D. Impressive height with three adjustable shelves creates extensive vertical organization. The 18″ width balances accessibility with substantial capacity. Perfect for creating dramatic vertical storage elements.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W1842_2ee4ec2c-5f1f-4c8a-84fa-97ac6a583d5e.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,12.00 USD,white,12.0in,42.0in,18.0in
BW-W2142,belmont-white-extra-tall-wall-cabinet-21-42-12,Belmont White Extra-Tall Wall Cabinet - 21w 42h 12d,"Impressive wall storage with the Belmont White Contemporary Shaker Wall Cabinet, 21″W x 42″H x 12″D. Extra-tall design with three shelves creates extensive vertical organization. The substantial height utilizes space from counter to ceiling efficiently. Essential for creating commanding storage presence.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W2142_830246d7-2261-47d1-8137-d06559781a6b.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,12.00 USD,white,12.0in,42.0in,21.0in
BW-W2442,belmont-white-extra-tall-wall-cabinet-24-42-12,Belmont White Extra-Tall Wall Cabinet - 24w 42h 12d,"Maximum wall storage capacity with the Belmont White Contemporary Shaker Extra-Tall Wall Cabinet, 24″W x 42″H x 12″D. Impressive 42″ height with three adjustable shelves creates four distinct storage levels. Double door access maintains convenience despite the increased height. Ideal for pantry storage, serving pieces, or maximizing every inch to the ceiling. Dramatic vertical element that adds both storage and visual impact.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W2442_e7eda686-39d6-4121-8ca3-bb6f100fc7c6.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,24.00 USD,white,12.0in,42.0in,24.0in
BW-W2742,belmont-white-extra-tall-wall-cabinet-27-42-12,Belmont White Extra-Tall Wall Cabinet - 27w 42h 12d,"Commanding wall presence with the Belmont White Contemporary Shaker Wall Cabinet, 27″W x 42″H x 12″D. Extra-tall wide design creates dramatic storage statement. Three adjustable shelves provide extensive organization from counter to ceiling. Ideal for kitchens demanding both capacity and architectural impact.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W2742_796d6478-6697-4c71-a8e0-c7900fdd1206.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,24.00 USD,white,12.0in,42.0in,27.0in
BW-W3042,belmont-white-extra-tall-wall-cabinet-30-42-12,Belmont White Extra-Tall Wall Cabinet - 30w 42h 12d,"Floor-to-ceiling excellence with the Belmont White Contemporary Shaker Wall Cabinet, 30″W x 42″H x 12″D. Extra-tall design with three shelves creates comprehensive vertical organization. The impressive height utilizes space from counter to ceiling effectively. Ideal for creating dramatic storage presence in any kitchen.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W3042_cb733b7a-15f3-47ca-ae38-21fb1ff76c60.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,24.00 USD,white,12.0in,42.0in,30.0in
BW-W3342,belmont-white-extra-tall-wall-cabinet-33-42-12,Belmont White Extra-Tall Wall Cabinet - 33w 42h 12d,"Grand wall presence with the Belmont White Contemporary Shaker Wall Cabinet, 33″W x 42″H x 12″D. Extra-tall wide design creates commanding storage statement. Three adjustable shelves provide extensive organization capabilities. Essential for luxury kitchens demanding architectural impact.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W3342_856cb8ae-635b-4aa6-a9e8-03ede0f1ee6e.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,24.00 USD,white,12.0in,42.0in,33.0in
